order_number,order_date,product_code,quantity,price,sales,country
10212,2004-01-16,S18_1129,29,100.0,4186.73,Spain
10225,2004-02-22,S18_1129,32,100.0,4529.28,Switzerland
10240,2004-04-13,S18_1129,41,100.0,5628.89,Japan
10253,2004-06-01,S18_1129,26,100.0,3054.48,UK
10266,2004-07-06,S18_1129,21,100.0,2526.51,Italy
10278,2004-08-06,S18_1129,34,100.0,4667.86,USA
10287,2004-08-30,S18_1129,41,100.0,6499.32,Switzerland
10301,2003-10-05,S18_1129,37,100.0,5917.78,Norway
10310,2004-10-16,S18_1129,37,100.0,6231.91,Germany
10321,2004-11-04,S18_1129,41,100.0,5803.14,USA
10331,2004-11-17,S18_1129,46,100.0,6434.02,USA
10342,2004-11-24,S18_1129,40,100.0,6454.4,Australia
10356,2004-12-09,S18_1129,43,97.6,4196.8,France
10365,2005-01-07,S18_1129,30,87.06,2611.8,USA
10377,2005-02-09,S18_1129,35,100.0,5895.05,Finland
10390,2005-03-04,S18_1129,36,93.77,3375.72,USA
10406,2005-04-15,S18_1129,61,100.0,8374.69,Denmark
10419,2005-05-17,S18_1129,38,100.0,4464.24,Austria
10102,2003-01-10,S18_1342,39,100.0,4808.31,USA
10111,2003-03-25,S18_1342,33,99.66,3288.78,USA
10125,2003-05-21,S18_1342,32,100.0,3254.72,Australia
10139,2003-07-16,S18_1342,31,100.0,3184.94,Australia
10149,2003-09-12,S18_1342,50,100.0,5907.5,USA
10162,2003-10-18,S18_1342,48,91.44,4389.12,USA
10173,2003-11-05,S18_1342,43,100.0,5036.16,Italy
10182,2003-11-12,S18_1342,25,87.33,2183.25,USA
10193,2003-11-21,S18_1342,28,100.0,3106.88,Australia
10205,2003-12-03,S18_1342,36,100.0,3735.72,Spain
10215,2004-01-29,S18_1342,27,89.38,2413.26,USA
10227,2004-03-02,S18_1342,25,100.0,2953.75,France
10244,2004-04-29,S18_1342,40,100.0,4684.8,Spain
10256,2004-06-08,S18_1342,34,95.55,3248.7,Denmark
10280,2004-08-17,S18_1342,50,100.0,5239.5,Italy
10289,2004-09-03,S18_1342,38,100.0,4567.98,Norway
10304,2004-10-11,S18_1342,37,95.55,3535.35,France
10312,2004-10-21,S18_1342,43,89.38,3843.34,USA
10322,2004-11-04,S18_1342,43,86.3,3710.9,USA
10332,2004-11-17,S18_1342,46,95.13,4375.98,UK
10346,2004-11-29,S18_1342,42,36.11,1516.62,USA
10356,2004-12-09,S18_1342,50,50.18,2509.0,France
10369,2005-01-20,S18_1342,44,100.0,9240.44,USA
10380,2005-02-16,S18_1342,27,93.16,2515.32,Spain
10391,2005-03-09,S18_1342,35,100.0,5548.9,Australia
10422,2005-05-30,S18_1342,51,95.55,4873.05,USA
10102,2003-01-10,S18_1367,41,50.14,2055.74,USA
10111,2003-03-25,S18_1367,48,49.06,2354.88,USA
10126,2003-05-28,S18_1367,42,54.99,2309.58,Spain
10139,2003-07-16,S18_1367,49,43.13,2113.37,Australia
10149,2003-09-12,S18_1367,30,58.22,1746.6,USA
10162,2003-10-18,S18_1367,45,51.21,2304.45,USA
10173,2003-11-05,S18_1367,48,44.21,2122.08,Italy
10182,2003-11-12,S18_1367,32,54.45,1742.4,USA
10193,2003-11-21,S18_1367,46,53.37,2455.02,Australia
10205,2003-12-03,S18_1367,48,63.61,3053.28,Spain
10215,2004-01-29,S18_1367,33,43.13,1423.29,USA
10227,2004-03-02,S18_1367,31,48.52,1504.12,France
10244,2004-04-29,S18_1367,20,58.22,1164.4,Spain
10256,2004-06-08,S18_1367,29,51.75,1500.75,Denmark
10280,2004-08-17,S18_1367,27,57.68,1557.36,Italy
10289,2004-09-03,S18_1367,24,56.07,1345.68,Norway
10304,2004-10-11,S18_1367,37,48.52,1795.24,France
10312,2004-10-21,S18_1367,25,44.21,1105.25,USA
10322,2004-11-04,S18_1367,41,57.68,2364.88,USA
10332,2004-11-17,S18_1367,27,89.89,2427.03,UK
10347,2004-11-29,S18_1367,21,58.95,1237.95,Australia
10356,2004-12-09,S18_1367,22,72.41,1593.02,France
10369,2005-01-20,S18_1367,32,98.63,3156.16,USA
10381,2005-02-17,S18_1367,25,52.83,1320.75,USA
10391,2005-03-09,S18_1367,42,100.0,4998.0,Australia
10422,2005-05-30,S18_1367,25,51.75,1293.75,USA
10110,2003-03-18,S18_1589,37,100.0,5433.08,UK
10123,2003-05-20,S18_1589,26,100.0,3073.72,France
10137,2003-07-10,S18_1589,44,99.55,4380.2,France
10148,2003-09-11,S18_1589,47,100.0,5848.68,Australia
10161,2003-10-17,S18_1589,43,100.0,6153.73,Denmark
10172,2003-11-05,S18_1589,42,100.0,4965.24,USA
10181,2003-11-12,S18_1589,42,100.0,5435.64,Norway
10192,2003-11-20,S18_1589,29,100.0,4258.36,USA
10204,2003-12-02,S18_1589,40,100.0,4032.0,USA
10212,2004-01-16,S18_1589,38,100.0,4492.36,Spain
10226,2004-02-26,S18_1589,38,100.0,4161.38,USA
10241,2004-04-13,S18_1589,21,100.0,2508.66,France
10253,2004-06-01,S18_1589,24,100.0,3374.88,UK
10266,2004-07-06,S18_1589,36,100.0,5196.6,Italy
10278,2004-08-06,S18_1589,23,100.0,2604.52,USA
10288,2004-09-01,S18_1589,20,100.0,2936.8,Singapore
10301,2003-10-05,S18_1589,32,100.0,3424.64,Norway
10311,2004-10-16,S18_1589,29,100.0,2923.2,Spain
10321,2004-11-04,S18_1589,44,100.0,4489.76,USA
10331,2004-11-17,S18_1589,44,100.0,4849.24,USA
10343,2004-11-24,S18_1589,36,100.0,5848.92,France
10367,2005-01-12,S18_1589,49,56.3,2758.7,USA
10378,2005-02-10,S18_1589,34,42.64,1449.76,Spain
10407,2005-04-22,S18_1589,59,100.0,7048.14,USA
10419,2005-05-17,S18_1589,37,100.0,5202.94,Austria
10106,2003-02-17,S18_1662,36,100.0,5279.4,Italy
10119,2003-04-28,S18_1662,43,100.0,6916.12,Austria
10131,2003-06-16,S18_1662,21,100.0,2781.66,USA
10143,2003-08-10,S18_1662,32,100.0,5248.0,USA
10155,2003-10-06,S18_1662,38,100.0,6531.44,Finland
10167,2003-10-23,S18_1662,43,100.0,5763.72,Sweden
10178,2003-11-08,S18_1662,42,100.0,6490.68,France
10186,2003-11-14,S18_1662,32,100.0,6004.8,UK
10198,2003-11-27,S18_1662,42,100.0,7483.98,Philippines
10210,2004-01-12,S18_1662,31,100.0,5719.5,Japan
10222,2004-02-19,S18_1662,49,100.0,6954.08,USA
10250,2004-05-11,S18_1662,45,100.0,8160.3,USA
10262,2004-06-24,S18_1662,49,100.0,6567.96,Spain
10274,2004-07-21,S18_1662,41,100.0,6724.0,USA
10284,2004-08-21,S18_1662,45,100.0,5747.85,Norway
10296,2004-09-15,S18_1662,36,100.0,5676.84,Germany
10307,2004-10-14,S18_1662,39,100.0,7379.97,USA
10316,2004-11-01,S18_1662,27,100.0,3704.13,UK
10327,2004-11-10,S18_1662,25,100.0,2804.75,Denmark
10338,2004-11-22,S18_1662,41,100.0,5624.79,Belgium
10351,2004-12-03,S18_1662,39,99.52,3881.28,UK
10373,2005-01-31,S18_1662,28,57.55,1611.4,Finland
10386,2005-03-01,S18_1662,25,54.57,1364.25,Spain
10398,2005-03-30,S18_1662,33,100.0,4215.09,France
10400,2005-04-01,S18_1662,34,100.0,6433.82,USA
10416,2005-05-10,S18_1662,24,100.0,4352.16,Italy
10100,2003-01-06,S18_1749,30,100.0,5151.0,USA
10110,2003-03-18,S18_1749,42,100.0,6069.0,UK
10124,2003-05-21,S18_1749,21,100.0,2856.0,USA
10149,2003-09-12,S18_1749,34,100.0,5375.4,USA
10162,2003-10-18,S18_1749,29,100.0,5176.5,USA
10173,2003-11-05,S18_1749,24,100.0,3508.8,Italy
10182,2003-11-12,S18_1749,44,100.0,7554.8,USA
10193,2003-11-21,S18_1749,21,100.0,3141.6,Australia
10204,2003-12-02,S18_1749,33,100.0,5890.5,USA
10214,2004-01-26,S18_1749,30,100.0,5967.0,Spain
10227,2004-03-02,S18_1749,26,100.0,3712.8,France
10241,2004-04-13,S18_1749,41,100.0,7597.3,France
10280,2004-08-17,S18_1749,26,100.0,3668.6,Italy
10288,2004-09-01,S18_1749,32,100.0,5875.2,Singapore
10302,2003-10-06,S18_1749,43,100.0,7310.0,UK
10312,2004-10-21,S18_1749,48,100.0,8078.4,USA
10331,2004-11-17,S18_1749,44,74.04,3257.76,USA
10344,2004-11-25,S18_1749,45,100.0,7650.0,France
10367,2005-01-12,S18_1749,37,100.0,4703.81,USA
10379,2005-02-10,S18_1749,39,100.0,5399.55,Spain
10407,2005-04-22,S18_1749,76,100.0,14082.8,USA
10420,2005-05-29,S18_1749,37,100.0,5283.6,Australia
10108,2003-03-03,S18_1889,38,82.39,3130.82,Philippines
10122,2003-05-08,S18_1889,43,72.38,3112.34,France
10135,2003-07-02,S18_1889,48,79.31,3806.88,USA
10147,2003-09-05,S18_1889,26,82.39,2142.14,USA
10160,2003-10-11,S18_1889,38,88.55,3364.9,USA
10170,2003-11-04,S18_1889,20,63.14,1262.8,Austria
10181,2003-11-12,S18_1889,22,73.92,1626.24,Norway
10192,2003-11-20,S18_1889,45,90.86,4088.7,USA
10203,2003-12-02,S18_1889,45,85.47,3846.15,Spain
10212,2004-01-16,S18_1889,20,66.99,1339.8,Spain
10225,2004-02-22,S18_1889,47,64.68,3039.96,Switzerland
10239,2004-04-12,S18_1889,46,73.92,3400.32,Finland
10253,2004-06-01,S18_1889,23,83.93,1930.39,UK
10266,2004-07-06,S18_1889,33,74.69,2464.77,Italy
10278,2004-08-06,S18_1889,29,90.86,2634.94,USA
10287,2004-08-30,S18_1889,44,82.39,3625.16,Switzerland
10300,2003-10-04,S18_1889,41,92.4,3788.4,Germany
10310,2004-10-16,S18_1889,20,91.63,1832.6,Germany
10321,2004-11-04,S18_1889,37,78.54,2905.98,USA
10329,2004-11-15,S18_1889,29,100.0,2954.81,USA
10342,2004-11-24,S18_1889,55,65.45,3599.75,Australia
10363,2005-01-06,S18_1889,22,100.0,3686.54,Finland
10377,2005-02-09,S18_1889,31,67.76,2100.56,Finland
10389,2005-03-03,S18_1889,49,79.22,3881.78,Sweden
10405,2005-04-14,S18_1889,61,73.92,4509.12,France
10419,2005-05-17,S18_1889,39,83.93,3273.27,Austria
10109,2003-03-10,S18_1984,38,100.0,4432.7,USA
10122,2003-05-08,S18_1984,31,100.0,4100.99,France
10136,2003-07-04,S18_1984,36,100.0,5274.72,France
10148,2003-09-11,S18_1984,25,100.0,4232.0,Australia
10161,2003-10-17,S18_1984,48,100.0,6145.44,Denmark
10171,2003-11-05,S18_1984,35,100.0,4680.2,Canada
10181,2003-11-12,S18_1984,21,100.0,3286.08,Norway
10192,2003-11-20,S18_1984,47,100.0,7421.3,USA
10204,2003-12-02,S18_1984,38,100.0,6432.64,USA
10212,2004-01-16,S18_1984,41,100.0,4840.87,Spain
10226,2004-02-26,S18_1984,24,100.0,3892.08,USA
10240,2004-04-13,S18_1984,37,100.0,5526.32,Japan
10253,2004-06-01,S18_1984,33,100.0,4459.62,UK
10266,2004-07-06,S18_1984,49,100.0,6203.4,Italy
10278,2004-08-06,S18_1984,29,100.0,3754.05,USA
10287,2004-08-30,S18_1984,24,100.0,3516.48,Switzerland
10301,2003-10-05,S18_1984,47,100.0,7488.04,Norway
10310,2004-10-16,S18_1984,24,100.0,3448.08,Germany
10321,2004-11-04,S18_1984,25,100.0,3734.0,USA
10331,2004-11-17,S18_1984,30,32.47,974.1,USA
10342,2004-11-24,S18_1984,22,100.0,3160.74,Australia
10356,2004-12-09,S18_1984,27,64.69,1746.63,France
10366,2005-01-10,S18_1984,34,100.0,4207.84,Belgium
10377,2005-02-09,S18_1984,36,100.0,4352.76,Finland
10390,2005-03-04,S18_1984,34,43.05,1463.7,USA
10406,2005-04-15,S18_1984,48,100.0,7169.28,Denmark
10419,2005-05-17,S18_1984,34,100.0,4594.76,Austria
10104,2003-01-31,S18_2238,24,100.0,3457.92,Spain
10115,2003-04-04,S18_2238,46,100.0,7381.16,USA
10127,2003-06-03,S18_2238,45,100.0,7146.9,USA
10141,2003-08-01,S18_2238,39,100.0,5938.53,Finland
10151,2003-09-21,S18_2238,43,100.0,7110.91,Finland
10165,2003-10-22,S18_2238,29,100.0,5032.95,Singapore
10176,2003-11-06,S18_2238,20,100.0,3667.6,Italy
10184,2003-11-14,S18_2238,46,100.0,7381.16,Spain
10195,2003-11-25,S18_2238,27,100.0,5128.11,USA
10207,2003-12-09,S18_2238,44,100.0,7060.24,USA
10219,2004-02-10,S18_2238,43,100.0,8448.64,USA
10230,2004-03-15,S18_2238,49,100.0,7300.51,Germany
10246,2004-05-05,S18_2238,40,100.0,6549.2,Spain
10259,2004-06-15,S18_2238,30,100.0,5697.9,Singapore
10271,2004-07-20,S18_2238,50,100.0,9169.0,USA
10282,2004-08-20,S18_2238,23,100.0,3238.63,USA
10292,2004-09-08,S18_2238,26,100.0,4554.94,USA
10305,2004-10-13,S18_2238,27,100.0,3934.44,USA
10314,2004-10-22,S18_2238,42,100.0,5776.26,Denmark
10324,2004-11-05,S18_2238,47,100.0,7207.45,USA
10336,2004-11-20,S18_2238,49,100.0,7460.74,France
10349,2004-12-01,S18_2238,38,100.0,6719.54,USA
10358,2004-12-10,S18_2238,20,100.0,2428.0,Spain
10371,2005-01-23,S18_2238,25,100.0,2602.25,USA
10382,2005-02-17,S18_2238,25,88.0,2200.0,USA
10412,2005-05-03,S18_2238,41,100.0,6712.93,Spain
10425,2005-05-31,S18_2238,28,100.0,5318.04,France
10100,2003-01-06,S18_2248,50,67.8,3390.0,USA
10110,2003-03-18,S18_2248,32,50.25,1608.0,UK
10124,2003-05-21,S18_2248,42,53.88,2262.96,USA
10149,2003-09-12,S18_2248,24,62.36,1496.64,USA
10162,2003-10-18,S18_2248,27,69.62,1879.74,USA
10173,2003-11-05,S18_2248,26,57.51,1495.26,Italy
10182,2003-11-12,S18_2248,38,61.15,2323.7,USA
10193,2003-11-21,S18_2248,42,59.33,2491.86,Australia
10204,2003-12-02,S18_2248,23,71.44,1643.12,USA
10214,2004-01-26,S18_2248,21,62.96,1322.16,Spain
10227,2004-03-02,S18_2248,28,50.85,1423.8,France
10241,2004-04-13,S18_2248,33,72.65,2397.45,France
10280,2004-08-17,S18_2248,25,62.96,1574.0,Italy
10288,2004-09-01,S18_2248,28,61.75,1729.0,Singapore
10303,2004-10-06,S18_2248,46,49.04,2255.84,Spain
10312,2004-10-21,S18_2248,30,61.15,1834.5,USA
10332,2004-11-17,S18_2248,38,84.25,3201.5,UK
10344,2004-11-25,S18_2248,40,56.91,2276.4,France
10367,2005-01-12,S18_2248,45,100.0,8884.8,USA
10379,2005-02-10,S18_2248,27,49.3,1331.1,Spain
10407,2005-04-22,S18_2248,42,72.65,3051.3,USA
10420,2005-05-29,S18_2248,36,63.57,2288.52,Australia
10104,2003-01-31,S18_2319,29,100.0,3772.61,Spain
10114,2003-04-01,S18_2319,39,100.0,4164.42,France
10127,2003-06-03,S18_2319,45,100.0,6295.95,USA
10141,2003-08-01,S18_2319,47,100.0,6287.66,Finland
10151,2003-09-21,S18_2319,49,100.0,5412.54,Finland
10165,2003-10-22,S18_2319,46,100.0,5984.14,Singapore
10175,2003-11-06,S18_2319,48,100.0,5891.04,UK
10184,2003-11-14,S18_2319,46,100.0,5984.14,Spain
10195,2003-11-25,S18_2319,35,100.0,3608.15,USA
10207,2003-12-09,S18_2319,43,100.0,5752.54,USA
10229,2004-03-11,S18_2319,26,100.0,3765.32,USA
10246,2004-05-05,S18_2319,22,98.18,2159.96,Spain
10259,2004-06-15,S18_2319,34,99.41,3379.94,Singapore
10271,2004-07-20,S18_2319,50,100.0,5093.5,USA
10281,2004-08-19,S18_2319,48,100.0,5773.44,USA
10292,2004-09-08,S18_2319,41,100.0,4528.86,USA
10305,2004-10-13,S18_2319,36,100.0,4816.08,USA
10313,2004-10-22,S18_2319,29,100.0,3416.78,Canada
10324,2004-11-05,S18_2319,33,37.48,1236.84,USA
10334,2004-11-19,S18_2319,46,100.0,5814.86,Sweden
10349,2004-12-01,S18_2319,38,100.0,5223.48,USA
10358,2004-12-10,S18_2319,20,36.42,728.4,Spain
10370,2005-01-20,S18_2319,22,100.0,3949.0,Australia
10383,2005-02-22,S18_2319,27,100.0,3843.99,Spain
10412,2005-05-03,S18_2319,56,98.18,5498.08,Spain
10425,2005-05-31,S18_2319,38,99.41,3777.58,France
10101,2003-01-09,S18_2325,25,100.0,3782.0,Germany
10110,2003-03-18,S18_2325,33,100.0,3859.68,UK
10124,2003-05-21,S18_2325,42,100.0,4431.84,USA
10149,2003-09-12,S18_2325,33,100.0,4950.33,USA
10162,2003-10-18,S18_2325,38,100.0,4299.7,USA
10173,2003-11-05,S18_2325,31,100.0,4492.83,Italy
10182,2003-11-12,S18_2325,20,100.0,2212.0,USA
10193,2003-11-21,S18_2325,44,100.0,4642.88,Australia
10204,2003-12-02,S18_2325,26,100.0,3206.32,USA
10214,2004-01-26,S18_2325,27,100.0,3604.23,Spain
10227,2004-03-02,S18_2325,46,100.0,7017.76,France
10243,2004-04-26,S18_2325,47,100.0,6154.18,USA
10280,2004-08-17,S18_2325,37,100.0,4750.8,Italy
10288,2004-09-01,S18_2325,31,100.0,3822.92,Singapore
10304,2004-10-11,S18_2325,24,100.0,2440.8,France
10312,2004-10-21,S18_2325,31,100.0,4729.36,USA
10322,2004-11-04,S18_2325,50,100.0,12536.5,USA
10332,2004-11-17,S18_2325,35,64.69,2264.15,UK
10344,2004-11-25,S18_2325,30,100.0,3928.2,France
10356,2004-12-09,S18_2325,29,100.0,3630.22,France
10367,2005-01-12,S18_2325,27,100.0,4196.07,USA
10380,2005-02-16,S18_2325,40,100.0,4931.6,Spain
10390,2005-03-04,S18_2325,31,98.99,3068.69,USA
10409,2005-04-23,S18_2325,6,100.0,785.64,Singapore
10420,2005-05-29,S18_2325,45,100.0,4977.0,Australia
10103,2003-01-29,S18_2432,22,54.09,1189.98,Norway
10114,2003-04-01,S18_2432,45,68.67,3090.15,France
10126,2003-05-28,S18_2432,43,65.02,2795.86,Spain
10140,2003-07-24,S18_2432,46,61.99,2851.54,USA
10151,2003-09-21,S18_2432,39,69.28,2701.92,Finland
10165,2003-10-22,S18_2432,31,71.1,2204.1,Singapore
10175,2003-11-06,S18_2432,41,69.28,2840.48,UK
10184,2003-11-14,S18_2432,44,60.16,2647.04,Spain
10194,2003-11-25,S18_2432,45,70.49,3172.05,France
10207,2003-12-09,S18_2432,37,69.89,2585.93,USA
10217,2004-02-04,S18_2432,35,61.38,2148.3,Singapore
10229,2004-03-11,S18_2432,28,59.55,1667.4,USA
10246,2004-05-05,S18_2432,30,61.99,1859.7,Spain
10259,2004-06-15,S18_2432,30,49.22,1476.6,Singapore
10271,2004-07-20,S18_2432,25,69.28,1732.0,USA
10281,2004-08-19,S18_2432,29,57.73,1674.17,USA
10291,2004-09-08,S18_2432,26,57.73,1500.98,Sweden
10305,2004-10-13,S18_2432,41,53.48,2192.68,USA
10313,2004-10-22,S18_2432,34,52.87,1797.58,Canada
10322,2004-11-04,S18_2432,35,61.21,2142.35,USA
10334,2004-11-19,S18_2432,34,61.38,2086.92,Sweden
10347,2004-11-29,S18_2432,50,100.0,6834.5,Australia
10357,2004-12-10,S18_2432,41,61.99,2541.59,USA
10370,2005-01-20,S18_2432,22,96.86,2130.92,Australia
10381,2005-02-17,S18_2432,35,48.62,1701.7,USA
10391,2005-03-09,S18_2432,44,38.5,1694.0,Australia
10412,2005-05-03,S18_2432,47,61.99,2913.53,Spain
10425,2005-05-31,S18_2432,19,49.22,935.18,France
10106,2003-02-17,S18_2581,34,90.39,3073.26,Italy
10120,2003-04-29,S18_2581,29,71.81,2082.49,Australia
10133,2003-06-27,S18_2581,49,69.27,3394.23,Spain
10145,2003-08-25,S18_2581,30,85.32,2559.6,USA
10168,2003-10-28,S18_2581,21,70.96,1490.16,USA
10210,2004-01-12,S18_2581,50,76.88,3844.0,Japan
10223,2004-02-20,S18_2581,47,100.0,4724.91,Australia
10235,2004-04-02,S18_2581,24,76.03,1824.72,Canada
10250,2004-05-11,S18_2581,27,98.84,2668.68,USA
10263,2004-06-28,S18_2581,33,86.17,2843.61,USA
10275,2004-07-23,S18_2581,35,90.39,3163.65,France
10284,2004-08-21,S18_2581,31,71.81,2226.11,Norway
10297,2004-09-16,S18_2581,25,82.79,2069.75,Ireland
10308,2004-10-15,S18_2581,27,82.79,2235.33,USA
10318,2004-11-02,S18_2581,31,100.0,3116.43,USA
10327,2004-11-10,S18_2581,45,100.0,4781.7,Denmark
10339,2004-11-23,S18_2581,27,100.0,2810.7,Japan
10353,2004-12-04,S18_2581,27,100.0,3515.67,USA
10374,2005-02-02,S18_2581,42,69.27,2909.34,Australia
10386,2005-03-01,S18_2581,21,74.77,1570.17,Spain
10398,2005-03-30,S18_2581,34,76.88,2613.92,France
10401,2005-04-03,S18_2581,42,76.03,3193.26,USA
10416,2005-05-10,S18_2581,15,98.84,1482.6,Italy
10107,2003-02-24,S18_2625,29,70.87,2055.23,USA
10120,2003-04-29,S18_2625,46,58.15,2674.9,Australia
10134,2003-07-01,S18_2625,30,61.78,1853.4,France
10145,2003-08-25,S18_2625,30,49.67,1490.1,USA
10159,2003-10-10,S18_2625,42,51.48,2162.16,USA
10168,2003-10-28,S18_2625,46,61.18,2814.28,USA
10180,2003-11-11,S18_2625,25,64.2,1605.0,France
10188,2003-11-18,S18_2625,32,65.42,2093.44,Norway
10201,2003-12-01,S18_2625,30,64.81,1944.3,USA
10210,2004-01-12,S18_2625,40,49.67,1986.8,Japan
10223,2004-02-20,S18_2625,28,60.57,1695.96,Australia
10236,2004-04-03,S18_2625,23,55.72,1281.56,USA
10251,2004-05-18,S18_2625,29,61.18,1774.22,USA
10263,2004-06-28,S18_2625,34,58.75,1997.5,USA
10275,2004-07-23,S18_2625,37,63.6,2353.2,France
10285,2004-08-27,S18_2625,20,49.06,981.2,USA
10298,2004-09-27,S18_2625,32,48.46,1550.72,France
10308,2004-10-15,S18_2625,34,52.09,1771.06,USA
10318,2004-11-02,S18_2625,42,52.7,2213.4,USA
10329,2004-11-15,S18_2625,38,100.0,5266.04,USA
10339,2004-11-23,S18_2625,30,62.16,1864.8,Japan
10362,2005-01-05,S18_2625,23,49.67,1142.41,USA
10374,2005-02-02,S18_2625,22,53.3,1172.6,Australia
10389,2005-03-03,S18_2625,39,100.0,6981.0,Sweden
10402,2005-04-07,S18_2625,55,55.72,3064.6,France
10417,2005-05-13,S18_2625,36,61.18,2202.48,Spain
10101,2003-01-09,S18_2795,26,100.0,3773.38,Germany
10110,2003-03-18,S18_2795,31,100.0,5074.39,UK
10125,2003-05-21,S18_2795,34,100.0,6483.46,Australia
10139,2003-07-16,S18_2795,41,100.0,7956.46,Australia
10149,2003-09-12,S18_2795,23,100.0,4230.62,USA
10162,2003-10-18,S18_2795,48,100.0,7209.12,USA
10173,2003-11-05,S18_2795,22,100.0,3452.68,Italy
10182,2003-11-12,S18_2795,21,100.0,3047.73,USA
10193,2003-11-21,S18_2795,22,100.0,3675.32,Australia
10205,2003-12-03,S18_2795,40,100.0,7492.4,Spain
10214,2004-01-26,S18_2795,50,100.0,9534.5,Spain
10227,2004-03-02,S18_2795,29,100.0,5579.02,France
10244,2004-04-29,S18_2795,43,100.0,5950.34,Spain
10255,2004-06-04,S18_2795,24,100.0,3726.0,France
10280,2004-08-17,S18_2795,22,100.0,4455.0,Italy
10289,2004-09-03,S18_2795,43,100.0,8272.34,Norway
10304,2004-10-11,S18_2795,20,100.0,3577.6,France
10312,2004-10-21,S18_2795,25,100.0,3881.25,USA
10322,2004-11-04,S18_2795,36,100.0,5797.44,USA
10332,2004-11-17,S18_2795,24,52.67,1264.08,UK
10347,2004-11-29,S18_2795,21,100.0,4815.3,Australia
10356,2004-12-09,S18_2795,30,100.0,4462.2,France
10367,2005-01-12,S18_2795,32,94.79,3033.28,USA
10380,2005-02-16,S18_2795,21,47.18,990.78,Spain
10390,2005-03-04,S18_2795,26,78.11,2030.86,USA
10421,2005-05-29,S18_2795,35,100.0,5433.75,USA
10109,2003-03-10,S18_2870,26,100.0,3157.44,USA
10123,2003-05-20,S18_2870,46,100.0,5161.2,France
10137,2003-07-10,S18_2870,37,100.0,4346.76,France
10148,2003-09-11,S18_2870,27,100.0,3528.36,Australia
10161,2003-10-17,S18_2870,23,100.0,3187.8,Denmark
10172,2003-11-05,S18_2870,39,100.0,6023.16,USA
10181,2003-11-12,S18_2870,27,100.0,3884.76,Norway
10192,2003-11-20,S18_2870,38,100.0,4965.84,USA
10204,2003-12-02,S18_2870,27,100.0,4169.88,USA
10212,2004-01-16,S18_2870,40,100.0,4910.4,Spain
10226,2004-02-26,S18_2870,24,100.0,3231.36,USA
10241,2004-04-13,S18_2870,44,100.0,6853.44,France
10253,2004-06-01,S18_2870,37,100.0,5177.04,UK
10266,2004-07-06,S18_2870,20,100.0,2824.8,Italy
10278,2004-08-06,S18_2870,39,100.0,4324.32,USA
10287,2004-08-30,S18_2870,44,100.0,5052.96,Switzerland
10301,2003-10-05,S18_2870,22,100.0,3223.44,Norway
10311,2004-10-16,S18_2870,43,100.0,5278.68,Spain
10321,2004-11-04,S18_2870,27,100.0,2851.2,USA
10331,2004-11-17,S18_2870,26,64.9,1687.4,USA
10343,2004-11-24,S18_2870,25,52.32,1308.0,France
10366,2005-01-10,S18_2870,49,100.0,6144.6,Belgium
10379,2005-02-10,S18_2870,29,100.0,5127.2,Spain
10407,2005-04-22,S18_2870,41,100.0,6386.16,USA
10419,2005-05-17,S18_2870,55,100.0,7695.6,Austria
10103,2003-01-29,S18_2949,27,83.07,2242.89,Norway
10112,2003-03-24,S18_2949,23,100.0,2539.89,Sweden
10126,2003-05-28,S18_2949,31,90.17,2795.27,Spain
10139,2003-07-16,S18_2949,46,100.0,5545.76,Australia
10150,2003-09-19,S18_2949,47,91.18,4285.46,Singapore
10163,2003-10-20,S18_2949,31,100.0,3329.09,USA
10174,2003-11-06,S18_2949,46,100.0,5592.22,Australia
10183,2003-11-13,S18_2949,37,89.15,3298.55,USA
10193,2003-11-21,S18_2949,28,93.21,2609.88,Australia
10206,2003-12-05,S18_2949,37,90.17,3336.29,Canada
10215,2004-01-29,S18_2949,49,100.0,5510.05,USA
10228,2004-03-10,S18_2949,24,100.0,2504.4,USA
10244,2004-04-29,S18_2949,30,100.0,3525.6,Spain
10257,2004-06-14,S18_2949,50,88.14,4407.0,USA
10270,2004-07-19,S18_2949,31,96.24,2983.44,Australia
10280,2004-08-17,S18_2949,46,100.0,5126.24,Italy
10291,2004-09-08,S18_2949,47,100.0,5713.79,Sweden
10304,2004-10-11,S18_2949,46,100.0,4613.8,France
10312,2004-10-21,S18_2949,37,100.0,3711.1,USA
10322,2004-11-04,S18_2949,33,100.0,3524.73,USA
10333,2004-11-18,S18_2949,31,90.17,2795.27,USA
10347,2004-11-29,S18_2949,48,100.0,4814.4,Australia
10357,2004-12-10,S18_2949,41,87.13,3572.33,USA
10369,2005-01-20,S18_2949,42,100.0,4581.36,USA
10381,2005-02-17,S18_2949,41,100.0,4319.76,USA
10391,2005-03-09,S18_2949,32,45.25,1448.0,Australia
10423,2005-05-30,S18_2949,10,88.14,881.4,Belgium
10103,2003-01-29,S18_2957,35,57.46,2011.1,Norway
10111,2003-03-25,S18_2957,28,64.33,1801.24,USA
10126,2003-05-28,S18_2957,46,73.7,3390.2,Spain
10139,2003-07-16,S18_2957,20,71.2,1424.0,Australia
10150,2003-09-19,S18_2957,30,49.97,1499.1,Singapore
10163,2003-10-20,S18_2957,48,69.96,3358.08,USA
10173,2003-11-05,S18_2957,28,53.72,1504.16,Italy
